-122.53534,37.87848
-122.5352,37.87896
-122.53508,37.87942
-122.53505,37.87956
-122.53384,37.87927
-122.53272,37.87904
-122.53226,37.87899
-122.53205,37.87899
-122.53112,37.87905
-122.52882,37.87907
-122.52864,37.8791
-122.52859,37.87912
-122.52847,37.87918
-122.52838,37.87924
-122.52827,37.87935
-122.52799,37.8798
-122.52783,37.87992
-122.52768,37.88002
-122.52735,37.88021
-122.52728,37.88026
-122.52722,37.88031
-122.52709,37.88046
-122.52693,37.88069
-122.52674,37.88094
-122.52663,37.88105
-122.52616,37.88141
-122.52585,37.88161
-122.52576,37.88166
-122.52569,37.88171
-122.52507,37.88207
-122.52493,37.88212
-122.52493,37.88206
-122.52489,37.8819
-122.52481,37.88176
-122.52473,37.88166
-122.52425,37.88094
-122.5241,37.88073
-122.52367,37.88006
-122.52364,37.88003
-122.52363,37.88001
-122.5236,37.87998
-122.52358,37.87994
-122.52352,37.87989
-122.52346,37.87982
-122.52338,37.87977
-122.52328,37.87972
-122.52324,37.87969
-122.52309,37.87964
-122.52307,37.87963
-122.52282,37.87956
-122.52273,37.87955
-122.52264,37.87955
-122.52243,37.87957
-122.5222,37.87963
-122.52195,37.87975
-122.52177,37.87986
-122.52164,37.87997
-122.52157,37.88005
-122.52146,37.88019
-122.52135,37.88037
-122.52128,37.88047
-122.52121,37.88055
-122.52115,37.8806
-122.52111,37.88064
-122.52098,37.88074
-122.5208,37.88084
-122.52062,37.88091
-122.52044,37.88096
-122.52027,37.88099
-122.51998,37.88099
-122.51983,37.88097
-122.51972,37.88094
-122.51956,37.88088
-122.51946,37.88085
-122.51936,37.88079
-122.519,37.88065
-122.51858,37.88052
-122.51833,37.88046
-122.518,37.8804
-122.51794,37.88023
-122.5179,37.88017
-122.51789,37.88015
-122.51782,37.88008
-122.51781,37.88008
-122.51779,37.88006
-122.51762,37.87998
-122.51748,37.87989
-122.51741,37.87983
-122.51733,37.87977
-122.51714,37.87955
-122.51695,37.87924
-122.51686,37.87912
-122.51672,37.87899
-122.5164,37.87875
-122.51618,37.87862
-122.51604,37.87857
-122.51552,37.87846
-122.51538,37.87844
-122.5151,37.87837
-122.51503,37.87834
-122.51493,37.87831
-122.51469,37.87821
-122.51448,37.87817
-122.51438,37.87817
-122.51264,37.87726
-122.51238,37.87711
-122.51144,37.87644
-122.50899,37.87452
-122.50862,37.87416
-122.50826,37.87375
-122.50792,37.87324
-122.50782,37.87306
-122.50771,37.87283
-122.5076,37.87257
-122.50749,37.87228
-122.50735,37.87161
-122.50733,37.87147
-122.50728,37.87076
-122.50722,37.86583
-122.50717,37.86516
-122.50707,37.8647
-122.50695,37.86433
-122.50683,37.86401
-122.50667,37.8637
-122.50648,37.86338
-122.50625,37.86305
-122.50597,37.86272
-122.50576,37.8625
-122.50531,37.86208
-122.50497,37.86181
-122.50462,37.86157
-122.5042,37.86133
-122.50377,37.86111
-122.50273,37.86065
-122.50204,37.8603
-122.50158,37.86003
-122.50103,37.85961
-122.50051,37.85913
-122.49961,37.85812
-122.49955,37.85806
-122.49948,37.85798
-122.49916,37.85771
-122.49887,37.85749
-122.49872,37.85741
-122.49838,37.85721
-122.49794,37.85703
-122.49767,37.85694
-122.49731,37.85684
-122.49588,37.85654
-122.49557,37.85645
-122.49528,37.85635
-122.49511,37.85628
-122.49495,37.8562
-122.4947,37.85605
-122.49446,37.85588
-122.49424,37.85568
-122.49404,37.85547
-122.49388,37.85525
-122.49374,37.85501
-122.49304,37.85351
-122.49293,37.85331
-122.49274,37.85303
-122.49247,37.85273
-122.49224,37.85253
-122.49201,37.85235
-122.49129,37.85189
-122.49103,37.85171
-122.4909,37.85163
-122.49087,37.8516
-122.49054,37.85134
-122.49051,37.85131
-122.49046,37.85124
-122.49036,37.85113
-122.49027,37.851
-122.49017,37.85087
-122.48996,37.85047
-122.48986,37.85017
-122.48972,37.84948
-122.4896,37.84914
-122.4894,37.84878
-122.48932,37.84867
-122.48921,37.84854
-122.48892,37.84826
-122.48877,37.84814
-122.48814,37.84771
-122.48783,37.84752
-122.48765,37.8474
-122.48729,37.84712
-122.48711,37.84693
-122.48699,37.84677
-122.48689,37.84662
-122.48683,37.8465
-122.48676,37.84634
-122.48667,37.84606
-122.48589,37.84307
-122.48583,37.8428
-122.48581,37.84267
-122.4858,37.84255
-122.4858,37.84237
-122.48583,37.84209
-122.4859,37.84182
-122.48601,37.84157
-122.4861,37.8414
-122.48658,37.84072
-122.48671,37.84051
-122.48678,37.84038
-122.48688,37.84016
-122.48696,37.83982
-122.48698,37.83961
-122.48698,37.83949
-122.48697,37.83934
-122.48691,37.839
-122.48688,37.83889
-122.48684,37.83879
-122.48676,37.83862
-122.48668,37.83847
-122.48648,37.83819
-122.48645,37.83814
-122.48594,37.83741
-122.48588,37.83731
-122.48575,37.83714
-122.48558,37.83689
-122.48517,37.83624
-122.4848,37.83561
-122.48477,37.83557
-122.48476,37.83554
-122.48435,37.83487
-122.48434,37.83484
-122.48418,37.8346
-122.48393,37.83429
-122.48363,37.83399
-122.48338,37.83378
-122.48325,37.83368
-122.48302,37.83352
-122.48276,37.83336
-122.48236,37.83316
-122.48121,37.83255
-122.48098,37.8324
-122.48045,37.83195
-122.48038,37.83186
-122.48028,37.83171
-122.48014,37.83147
-122.47998,37.8311
-122.47992,37.83088
-122.47981,37.83007
-122.47969,37.82883
-122.47956,37.82791
-122.47926,37.8254
-122.47926,37.82535
-122.47914,37.82446
-122.47844,37.81828
-122.47836,37.81736
-122.47811,37.81549
-122.47781,37.81268
-122.4776,37.81098
-122.47749,37.80975
-122.47742,37.80936
-122.47736,37.80918
-122.47729,37.809
-122.4772,37.80883
-122.47698,37.80852
-122.47683,37.80835
-122.47673,37.80821
-122.4766,37.80805
-122.47566,37.80713
-122.47511,37.80666
-122.47491,37.80651
-122.47457,37.80622
-122.47457,37.80621
-122.47326,37.805
-122.47282,37.80465
-122.4723,37.80429
-122.47174,37.80393
-122.47161,37.80386
-122.47151,37.80371
-122.47122,37.80355
-122.47104,37.80344
-122.47085,37.80335
-122.47067,37.80325
-122.47015,37.80299
-122.47002,37.80291
-122.4699,37.80282
-122.46975,37.80267
-122.46972,37.80262
-122.46969,37.80258
-122.46966,37.80253
-122.46961,37.80243
-122.46955,37.80228
-122.46953,37.80215
-122.46952,37.80189
-122.46952,37.80159
-122.46951,37.80134
-122.46953,37.79941
-122.46958,37.79799
-122.46958,37.79746
-122.46957,37.79739
-122.46958,37.79734
-122.46965,37.79257
-122.46967,37.79219
-122.46971,37.79191
-122.46974,37.79179
-122.46976,37.79167
-122.46994,37.79116
-122.47013,37.7908
-122.47019,37.7907
-122.47038,37.79042
-122.47182,37.78851
-122.47218,37.78793
-122.47231,37.78768
-122.47236,37.78756
